Key,Value
uiug.30112045776066,1899
uiug.30112045776074,1899
uiug.30112045902894,1902
uiug.30112045902902,1903
uiug.30112045945018,1905
uiug.30112067924594,1884
uiug.30112069824149,1884
uiug.30112069824156,1884
uiug.30112069824222,1885
uiug.30112069824230,1886
uiug.30112069824248,1886
uiug.30112073719418,1904
uiug.30112089163072,1883
uiug.30112089163080,1883
uiug.30112089163122,1883
uiug.30112089163130,1884
uiug.30112089163155,1884
uiug.30112089163171,1884
uiug.30112089163221,1886
uiug.30112089163247,1886
uiug.30112089163254,1886
uiug.30112089163858,1895
uiug.30112089163866,1896
uiug.30112089163890,1896
uiug.30112089163908,1896
uiug.30112089163916,1896
uiug.30112089163924,1896
uiug.30112089163940,1896
uiug.30112089163957,1896
uiug.30112089163981,1897
uiug.30112089163999,1897
uiug.30112089164005,1897
uiug.30112089164013,1897
uiug.30112089164021,1897
uiug.30112089164039,1897
uiug.30112089164070,1898
uiug.30112089164088,1898
uiug.30112089164179,1898
uiug.30112089164187,1903
uiug.30112089164195,1904
uiug.30112089164203,1904
uiug.30112089164211,1904
uiug.30112089164229,1904
uiug.30112089164237,1905
uiug.30112089164245,1905
uiug.30112089164252,1905
uiug.30112089164260,1905
uiug.30112089164278,1905
uiug.30112089164286,1905
uiug.30112089164294,1905
uiug.30112089164302,1905
uiug.30112089164310,1905
uiug.30112089164328,1905
uiug.30112089165564,1904
uiug.30112089165572,1906
uiug.30112045775852,1903
uiug.30112067889623,1889
uiug.30112067924610,1889
uiug.30112069290515,1889
uiug.30112069290523,1889
uiug.30112069824370,1889
uiug.30112069824388,1889
uiuo.ark:/13960/t5p87ts7d,1886
uiuo.ark:/13960/t7sn3r58r,1887
uiuo.ark:/13960/t2w419k0h,1890
uiuo.ark:/13960/t82k0081j,1900
uiuo.ark:/13960/t17m3tn01,1900
uiuo.ark:/13960/t6h16k98n,1902
uiuo.ark:/13960/t72v65t9d,1902
uiuo.ark:/13960/t0cv85k7x,1898
uiuo.ark:/13960/t9f51b69k,1899
uiuo.ark:/13960/t9089zw2n,1896
uiuo.ark:/13960/t6p01w47z,1897
uiuo.ark:/13960/t0cv86s14,1898
uiuo.ark:/13960/t18m1115d,1902
uiuo.ark:/13960/t83j75m64,1906
uiuo.ark:/13960/t7kq1qc5n,1910
uiuo.ark:/13960/t5z647d4n,1912
uiuo.ark:/13960/t8rc0rj4t,1922
chi.78265440,1888
chi.78265508,1888
chi.78265320,1888
chi.78265262,1888
chi.78265560,1888
chi.78265200,1888
chi.78265553,1888
chi.78265495,1888
chi.78265375,1888
chi.78265313,1888
chi.78265142,1888
chi.78265255,1887
chi.16176097,1887
chi.78265197,1887
chi.21672151,1877
chi.78265060,1887
chi.78264887,1887
chi.15354442,1887
chi.15354497,1887
chi.31064674,1886
chi.24009543,1886
chi.14364999,1886
chi.78264767,1886
chi.78264705,1886
chi.18490783,1886
chi.18490790,1886
chi.78265128,1886
chi.78264750,1886
chi.78264818,1885
chi.57028090,1885
chi.31316755,1885
chi.78264938,1885
chi.78264990,1885
chi.78265053,1885
chi.78265111,1885
chi.78264801,1885
chi.78264863,1885
chi.21672137,1885
chi.78264685,1884
chi.23811121,1882
chi.23811272,1882
chi.16770300,1882
chi.78264976,1882
chi.23883650,1881
chi.16770406,1881
uiug.30112089162959,1881
uiug.30112089162967,1881
uiug.30112089162983,1882
uiug.30112089163023,1882
uiug.30112089163056,1882
uiug.30112089163064,1883
uiug.30112118413480,1880
inu.30000093510737,1927
inu.30000093510745,1927
inu.30000093510752,1927
inu.30000093510760,1927
hvd.32044019265420,1880
hvd.32044015516735,1883
hvd.32044005598644,1882
hvd.32044014625958,1907
hvd.32044015482441,1881
hvd.32044015558604,1882
hvd.32044010473825,1881
hvd.32044015482532,1881
hvd.32044015482482,1881
hvd.32044011933769,1896
hvd.32044050648732,1895
hvd.32044050698125,1908
hvd.32044058186966,1907
hvd.32044058186958,1907
hvd.32044058186974,1907
hvd.32044058187048,1907
hvd.32044058187030,1907
hvd.32044089881452,1882
hvd.32044099717332,1899
hvd.32044099716664,1894
hvd.32044099716151,1881
hvd.32044099716656,1894
hvd.32044099716888,1893
hvd.32044099716813,1897
hvd.32044099717696,1904
hvd.32044099716557,1895
hvd.32044099716789,1893
hvd.32044099716052,1882
hvd.32044099716946,1896
hvd.32044099716730,1895
hvd.32044099716037,1881
hvd.32044099716060,1882
hvd.32044099717506,1903
hvd.32044099716847,1895
hvd.32044099716011,1882
hvd.32044099716078,1880
hvd.32044099717050,1896
hvd.32044099715971,1882
hvd.32044099716524,1895
hvd.32044099716136,1881
hvd.32044099716169,1881
hvd.32044099716854,1894
hvd.32044099715948,1884
hvd.32044099716912,1897
hvd.32044099716821,1897
hvd.32044099717480,1904
hvd.32044099715930,1884
hvd.32044099716573,1898
hvd.32044099716722,1896
hvd.32044099716144,1881
hvd.32044099716920,1896
hvd.32044099716672,1894
hvd.32044099717977,1908
hvd.32044099716649,1894
hvd.32044099717985,1908
hvd.32044099715955,1884
hvd.32044099716623,1896
hvd.32044099717829,1906
hvd.32044099716029,1881
hvd.32044099717027,1897
hvd.32044099716540,1895
hvd.32044099715997,1882
hvd.32044099716714,1898
hvd.32044099717225,1899
hvd.32044099716805,1897
hvd.32044099717043,1896
hvd.32044099715963,1883
hvd.32044099716003,1882
hvd.32044099716862,1893
hvd.32044099717589,1904
hvd.32044099716508,1898
hvd.32044099717472,1904
hvd.32044099716177,1881
hvd.32044099715989,1882
hvd.32044099717373,1904
hvd.32044099717217,1899
hvd.32044099716615,1896
hvd.32044099717084,1893
hvd.32044099716474,1898
hvd.32044099717126,1900
hvd.32044099716938,1896
hvd.32044099717191,1899
hvd.32044099716045,1881
hvd.32044099716896,1893
hvd.32044100074921,1884
hvd.hx32nh,1902
osu.32435065891244,1899
osu.32435070987375,1913
iau.31858003335472,1880
iau.31858003335480,1880
iau.31858003335498,1880
iau.31858003335506,1880
iau.31858003335514,1880
iau.31858003335522,1880
iau.31858003335530,1880
iau.31858003335548,1880
iau.31858003335555,1880
iau.31858003335563,1880
iau.31858003335571,1880
iau.31858003335589,1880
iau.31858003335597,1883
iau.31858003335605,1883
iau.31858003335613,1883
iau.31858003335621,1883
iau.31858003335639,1883
iau.31858003335647,1883
iau.31858003335654,1883
iau.31858003335662,1883
iau.31858003335670,1883
iau.31858003335688,1883
iau.31858003335696,1883
iau.31858003335704,1883
iau.31858003335712,1884
iau.31858003335720,1884
iau.31858003335738,1884
iau.31858003335746,1884
iau.31858003335753,1884
iau.31858003335761,1884
iau.31858003335779,1884
iau.31858003335787,1884
iau.31858003335795,1884
iau.31858003335803,1884
msu.31293031529591,1887
uva.x001649980,1901
uva.x001603615,1913
uva.x001603617,1913
uva.x001624439,1913
uva.x001603610,1917
pst.000052914980,1922
pst.000052914997,1922
uva.x001603609,1888
uva.x001603619,1888
uva.x001603618,1888
uva.x001603606,1889
uva.x001603607,1889
uva.x001603608,1889
uva.x001650231,1901
uva.x001603620,1901
uva.x001624441,1901
coo.31924065635785,1888
coo.31924065641940,1888
coo.31924065641965,1888
coo.31924065642088,1890
coo.31924065642310,1909
coo.31924065654273,1916
coo.31924065976668,1885
coo.31924065976759,1887
coo.31924011961889,1880
coo.31924021146919,1896
coo.31924063530830,1899
coo.31924063805059,1910
coo.31924065635686,1888
coo.31924065635702,1888
coo.31924065635710,1888
coo.31924065635728,1888
coo.31924065635744,1888
coo.31924065635769,1888
coo.31924065641957,1888
coo.31924065641973,1889
coo.31924065641981,1889
coo.31924065641999,1889
coo.31924065642005,1889
coo.31924065642013,1889
coo.31924065642021,1889
coo.31924065642039,1889
coo.31924065642047,1889
coo.31924065642054,1889
coo.31924065642062,1890
coo.31924065642070,1890
coo.31924065642096,1890
coo.31924065642104,1890
coo.31924065642112,1890
coo.31924065642120,1890
coo.31924065642138,1890
coo.31924065642146,1890
coo.31924065642153,1890
coo.31924065642161,1890
coo.31924065642179,1891
coo.31924065642187,1891
coo.31924065642195,1891
coo.31924065642203,1891
coo.31924065642211,1891
coo.31924065642229,1891
coo.31924065642237,1891
coo.31924065642245,1892
coo.31924065642252,1892
coo.31924065642260,1892
coo.31924065642278,1892
coo.31924065642286,1892
coo.31924065642294,1892
coo.31924065642302,1892
coo.31924065642328,1893
coo.31924065642336,1893
coo.31924065642344,1893
coo.31924065642351,1893
coo.31924065642369,1893
coo.31924065642377,1893
coo.31924065642385,1894
coo.31924065642393,1894
coo.31924065642401,1894
coo.31924065642419,1894
coo.31924065642427,1894
coo.31924065642435,1894
coo.31924065642443,1894
coo.31924065642468,1894
coo.31924065642476,1894
coo.31924065642484,1895
coo.31924065642492,1895
coo.31924065642500,1895
coo.31924065642526,1895
coo.31924065642534,1895
coo.31924065642542,1895
coo.31924065642567,1895
coo.31924065642575,1895
coo.31924065642583,1896
coo.31924065642609,1896
coo.31924065642617,1896
coo.31924065642625,1896
coo.31924065642633,1896
coo.31924065642641,1896
coo.31924065642658,1896
coo.31924065642666,1896
coo.31924065642674,1896
coo.31924065642682,1896
coo.31924065642690,1896
coo.31924065642708,1896
coo.31924065642716,1897
coo.31924065642724,1897
coo.31924065642732,1897
coo.31924065642740,1897
coo.31924065642757,1897
coo.31924065642765,1898
coo.31924065642773,1898
coo.31924065642781,1898
coo.31924065642799,1898
coo.31924065642807,1898
coo.31924065642815,1898
coo.31924065642823,1898
coo.31924065642831,1899
coo.31924065642849,1899
coo.31924065642856,1899
coo.31924065642864,1899
coo.31924065642872,1899
coo.31924065642880,1899
coo.31924065642898,1899
coo.31924065642906,1899
coo.31924065642914,1899
coo.31924065642922,1899
coo.31924065645941,1900
coo.31924065645958,1901
coo.31924065645966,1901
coo.31924065645974,1901
coo.31924065645982,1901
coo.31924065645990,1901
coo.31924065646022,1901
coo.31924065646030,1902
coo.31924065646048,1902
coo.31924065646055,1902
coo.31924065646063,1902
coo.31924065646071,1902
coo.31924065646097,1902
coo.31924065646105,1903
coo.31924065646113,1903
coo.31924065646121,1903
coo.31924065646139,1903
coo.31924065646147,1903
coo.31924065646154,1903
coo.31924065646170,1904
coo.31924065646188,1904
coo.31924065646196,1904
coo.31924065646204,1904
coo.31924065646212,1904
coo.31924065646220,1905
coo.31924065646238,1905
coo.31924065646246,1905
coo.31924065646253,1905
coo.31924065646261,1905
coo.31924065646279,1905
coo.31924065646287,1905
coo.31924065646295,1906
coo.31924065646303,1906
coo.31924065646311,1906
coo.31924065646329,1906
coo.31924065646337,1906
coo.31924065646345,1906
coo.31924065646360,1906
coo.31924065646378,1906
coo.31924065646386,1906
coo.31924065646394,1907
coo.31924065646402,1907
coo.31924065646410,1907
coo.31924065646428,1907
coo.31924065646469,1907
coo.31924065646477,1907
coo.31924065646485,1907
coo.31924065646493,1907
coo.31924065646501,1908
coo.31924065646519,1908
coo.31924065646527,1908
coo.31924065646535,1908
coo.31924065646550,1907
coo.31924065646634,1900
coo.31924065646717,1900
coo.31924065646790,1900
coo.31924065646865,1900
coo.31924065646873,1900
coo.31924065653507,1908
coo.31924065653515,1908
coo.31924065653531,1908
coo.31924065653549,1909
coo.31924065653556,1909
coo.31924065653564,1909
coo.31924065653580,1909
coo.31924065653598,1909
coo.31924065653622,1909
coo.31924065653630,1910
coo.31924065653648,1910
coo.31924065653655,1910
coo.31924065653663,1910
coo.31924065653671,1910
coo.31924065653689,1910
coo.31924065653697,1910
coo.31924065653705,1910
coo.31924065653713,1911
coo.31924065653721,1911
coo.31924065653739,1911
coo.31924065653747,1911
coo.31924065653762,1911
coo.31924065653770,1912
coo.31924065653788,1912
coo.31924065653796,1912
coo.31924065653804,1912
coo.31924065653812,1912
coo.31924065653820,1912
coo.31924065653838,1912
coo.31924065653846,1912
coo.31924065653853,1912
coo.31924065653861,1912
coo.31924065653895,1912
coo.31924065653903,1913
coo.31924065653911,1913
coo.31924065653929,1913
coo.31924065653937,1913
coo.31924065653945,1913
coo.31924065653960,1913
coo.31924065653978,1913
coo.31924065653994,1913
coo.31924065654000,1913
coo.31924065654018,1913
coo.31924065654026,1913
coo.31924065654083,1914
coo.31924065654091,1914
coo.31924065654117,1914
coo.31924065654125,1914
coo.31924065654141,1915
coo.31924065654174,1915
coo.31924065654190,1915
coo.31924065654216,1915
coo.31924065654224,1915
coo.31924065654232,1915
coo.31924065654240,1915
coo.31924065654257,1915
coo.31924065654265,1915
coo.31924065654281,1916
coo.31924065654307,1916
coo.31924065654315,1916
coo.31924065654323,1916
coo.31924065654331,1916
coo.31924065654349,1916
coo.31924065654356,1916
coo.31924065654364,1916
coo.31924065654372,1917
coo.31924065654380,1917
coo.31924065654398,1917
coo.31924065654414,1921
coo.31924065654422,1921
coo.31924065654430,1921
coo.31924065654448,1921
coo.31924065654455,1921
coo.31924065976627,1885
coo.31924065976635,1885
coo.31924065976643,1885
coo.31924065976650,1885
coo.31924065976676,1886
coo.31924065976684,1886
coo.31924065976692,1886
coo.31924065976700,1886
coo.31924065976718,1886
coo.31924065976726,1886
coo.31924065976734,1886
coo.31924065976767,1887
coo.31924065976791,1888
coo.31924065978854,1880
coo.31924065978870,1882
coo.31924065978888,1882
coo.31924065978896,1882
coo.31924065978904,1882
coo.31924065978912,1882
coo.31924065978920,1882
coo.31924065978938,1882
coo.31924065978946,1882
coo.31924065978953,1882
coo.31924065978961,1882
coo.31924065978979,1883
coo.31924065978987,1883
coo.31924065978995,1883
coo.31924065979001,1883
coo.31924065979027,1884
coo.31924065979035,1884
uiug.30112004674435,1862
inu.32000006993325,1862
inu.32000004081024,1862
uc1.31175034918592,1862
uc1.31175034918659,1862
uva.x002150469,1862
uva.x000308373,1906
mdp.39015034316953,1889
uva.x000280719,1889
uva.x000966224,1897
uva.x001635370,1990
uva.x001635371,1990
uva.x001603633,1990
uva.x001015848,1905
uva.x001013512,1985
uva.x001013508,1985
uva.x030807390,1978
uva.x002172240,-1
uva.x001013518,1985
uva.x001728829,-1
uva.x001013509,1985
uva.x001729502,1859
uva.x001729523,1901
uva.x001957875,1903
uva.x001957876,1899
uva.x001957894,1855
uva.x000167522,1900
hvd.32044011038163,1892
uc1.b4727430,1892
uc1.b4727432,1892
uva.x001850881,1892
uva.x001100687,1892
uc1.b4727431,1892
uva.x030531550,1892
uva.x001850883,1892
chi.19479864,1892
uva.x001784402,1964
uva.x001964264,1849
uva.x001964129,1849
uva.x004456561,-1
uva.x001108633,1986
uva.x001108634,1986
uva.x001108635,1986
uva.x002078044,1907
uva.x001361239,-1
uva.x000317893,1900
uva.x000234873,1900
uva.x001159250,1897
uva.x001812811,1866
uva.x000592787,1972
uva.x001463004,1874
uva.x001812798,1876
uva.x001826953,1825
uva.x001945220,1899
gri.ark:/13960/t1jh7812k,1899
uva.x002059458,1902
uva.x001812812,1872
uva.x002059456,1842
uva.x001259040,1882
uva.x004763333,1990
uva.x001944861,1862
uva.x001159312,-1
uva.x001159311,-1
uva.x001208698,1987
uva.x000222379,1981
uva.x001217185,1991
hvd.32044009879693,1890
uva.x000981282,1890
uva.x000981281,1890
uva.x000981271,1890
uva.x001957878,1902
uva.x001957880,1844
uva.x001972087,1902
uva.x001972086,1902
uva.x001957882,1899
coo.31924026652259,1907
uva.x001958033,1907
uva.x001957974,-1
uva.x001958006,1901
uva.x001958016,1886
uva.x001958003,1885
uva.x001958007,1885
uva.x001957963,1829
uva.x001957964,1829
uva.x001866579,1907
uva.x001957967,1907
uva.x001771040,1889
loc.ark:/13960/t0001b859,1849
uc1.31970006829367,1849
uiug.30112074829927,1849
uva.x001957977,1849
uva.x002192714,1905
uc1.31822017146440,1970
uc1.31822017146507,1970
uc1.31822017146564,1970
uc1.31822017146622,1970
uc1.31822017146317,1970
uc1.31822017146374,1970
uva.x000971570,1970
uva.x000971569,1970
uva.x000971571,1970
uva.x000971572,1970
uva.x002214715,1908
uva.x001309626,1886
uva.x000902387,1985
uva.x002218875,1870
uva.x002218844,1899
uva.x000928642,1980
uva.x030453415,1980
uva.x000931955,1975
hvd.hwbgdy,1864
uva.x001017695,1864
uva.x002172496,1911
uva.x002172498,1911
uva.x002172500,1907
uva.x002172502,1903
hvd.32044085377851,-1
hvd.32044099620072,-1
hvd.32044099620080,-1
hvd.32044099618860,-1
hvd.32044099620098,-1
hvd.32044099618886,-1
hvd.32044099618852,-1
hvd.32044100047968,-1
uva.x004828430,-1
uc1.c039576848,-1
uc1.b000815968,-1
uva.x030530783,-1
uva.x001325166,1906
uva.x000824857,1897
uva.x004391393,1886
uva.x030806065,1856
uva.x002265598,1875
uva.x001586621,1905
uva.x030742210,1971
uva.x030742209,1971
uva.x030742220,1900
uva.x004227014,1900
uva.x030195714,1898
uva.x030195712,1898
uva.x001476761,1966
uva.x001476859,1966
uva.x001476840,1966
chi.35750679,1847
hvd.32044015484074,1847
uva.x030833328,1847
uva.x004726304,1849
uva.x002028250,1875
hvd.32044011817053,1887
hvd.32044024615825,1887
uc1.b5071780,1887
uc1.b5071781,1887
uva.x000824968,1887
uva.x000824926,1887
uva.x000962894,1898
uva.x030832638,1905
hvd.hl40gk,1899
hvd.hl40i4,1895
uva.x000768527,1906
uva.x000767422,1905
uva.x000767512,1895
uva.x004264692,1895
uva.x002171343,1885
uva.x000902384,1985
uva.x006068719,1908
uva.x006068718,1908
hvd.hnysh6,1905
hvd.hnysh7,1905
uc1.$c77043,1905
uc1.c3294805,1905
uva.x001132208,1905
uva.x000278148,1905
uva.x001101650,1905
uva.x001100673,1903
uva.x001941436,1906
uva.x000952285,1965
uva.x030808153,1975
mdp.39015022624475,1898
mdp.39015022623899,1898
mdp.39015022624053,1898
uiuc.1912221v4,1898
uiuc.1912221v3,1898
uiuc.1912221v2,1898
coo.31924091750160,1898
coo.31924091750178,1898
uva.x004655590,1898
uva.x004655589,1898
pst.000024046886,1898
pst.000024046893,1898
pst.000011525301,1898
pst.000004375296,1898
hvd.32044050533116,1917
hvd.32044050533108,1917
uiug.30112087500952,1917
uiug.30112087500945,1917
uva.x030509185,1917
uc1.b5408012,1917
uc1.b5408014,1917
uc1.b5408013,1917
uva.x000483038,1885
uva.x001166347,1872
uva.x001166029,1896
wu.89079729950,1907
uva.x001165734,1907
uva.x001145291,1890
uva.x001145290,1890
uva.x001145289,1890
uva.x000306210,1920
uva.x001166447,1892
uva.x001168533,1900
uva.x001167606,-1
uva.x001167613,1878
uc1.a0003725314,1847
uc1.a0003725322,1848
uc1.a0003725330,1848
uc1.a0003725348,1848
uc1.a0003725355,1848
uc1.a0003725371,1848
uc1.a0003725389,1849
uc1.a0003725397,1849
uc1.a0003725405,1849
uc1.a0003725413,1849
uc1.a0003725421,1849
uc1.a0003725439,1849
uc1.a0003725447,1850
uc1.a0003729290,1850
uc1.a0003729308,1850
uc1.a0003729316,1850
uc1.a0003729324,1850
uc1.a0003729332,1850
uc1.a0003729340,1851
uc1.a0003729357,1851
uc1.a0003729365,1851
uc1.a0003729373,1851
uc1.a0003729381,1851
uc1.a0003729399,1851
uc1.a0003729407,1852
uc1.a0003729415,1852
uc1.a0003729423,1852
uc1.a0003729431,1852
uc1.a0003729449,1852
uc1.a0003729456,1852
uc1.a0003729480,1860
uc1.a0003729498,1862
uc1.a0003729506,1862
uc1.a0003724853,1837
uc1.a0003724861,1837
uc1.a0003724879,1837
uc1.a0003724887,1837
uc1.a0003724903,1838
uc1.a0003724911,1838
uc1.a0003724929,1838
uc1.a0003724937,1838
uc1.a0003724945,1839
iau.31858003355298,1836
iau.31858003355306,1837
iau.31858003355314,1838
iau.31858003355322,1838
iau.31858003355330,1839
iau.31858003355348,1840
iau.31858003355355,1841
iau.31858003355363,1841
iau.31858003355371,1842
iau.31858003355389,1843
iau.31858003355397,1844
iau.31858003355405,1844
iau.31858003355413,1845
iau.31858003355421,1845
iau.31858003355439,1846
iau.31858003355447,1846
iau.31858003355454,1847
iau.31858003355462,1847
iau.31858003355496,1847
iau.31858003355504,1847
iau.31858003355512,1847
iau.31858003355520,1847
iau.31858003355538,1847
iau.31858003355546,1847
iau.31858003355553,1847
iau.31858003355561,1847
iau.31858003355579,1848
iau.31858003355587,1848
iau.31858003355595,1848
iau.31858003355603,1848
iau.31858003373853,1848
iau.31858003373861,1848
iau.31858003373879,1848
iau.31858003373887,1848
iau.31858003373895,1848
iau.31858003373903,1848
iau.31858003373911,1848
iau.31858003373929,1848
iau.31858003373937,1849
iau.31858003373945,1849
iau.31858003373952,1849
iau.31858003373960,1849
iau.31858003373978,1849
iau.31858003373986,1849
iau.31858003373994,1849
iau.31858003374000,1849
iau.31858003374018,1849
iau.31858003374026,1849
iau.31858003374034,1849
iau.31858003374042,1849
iau.31858003374059,1850
iau.31858003374067,1850
iau.31858003374075,1850
iau.31858003374083,1850
iau.31858003374091,1850
iau.31858003374109,1850
iau.31858003374117,1850
iau.31858003374125,1850
iau.31858003374133,1850
iau.31858003374141,1850
iau.31858003374158,1850
iau.31858003374166,1850
iau.31858003374174,1850
iau.31858003374182,1850
iau.31858003374190,1851
iau.31858003374208,1851
iau.31858003374216,1851
iau.31858003374224,1851
iau.31858003374232,1851
iau.31858003374240,1851
iau.31858003374257,1851
iau.31858003374265,1851
iau.31858003374273,1851
iau.31858003374281,1851
iau.31858003374299,1852
iau.31858003374307,1852
iau.31858003374315,1852
iau.31858003374323,1852
iau.31858003374331,1852
iau.31858003374349,1852
iau.31858003374356,1852
iau.31858003374364,1852
iau.31858003374372,1852
iau.31858003374703,1852
iau.31858003374380,1852
iau.31858003374398,1852
iau.31858003374406,1853
iau.31858003374414,1853
iau.31858003374422,1853
iau.31858003374430,1853
iau.31858003374448,1853
iau.31858003374455,1853
iau.31858003374463,1854
iau.31858003374471,1854
iau.31858003374489,1854
iau.31858003374497,1854
iau.31858003374505,1854
iau.31858003374513,1854
iau.31858003374521,1857
iau.31858003374539,1857
iau.31858003374547,1857
iau.31858003374562,1857
iau.31858003374570,1857
iau.31858003374588,1858
iau.31858003374596,1858
iau.31858003374604,1858
iau.31858003374612,1858
iau.31858003374620,1858
iau.31858003374638,1858
iau.31858003374646,1858
iau.31858003374653,1858
iau.31858003374661,1858
iau.31858003374679,1858
iau.31858003374687,1858
iau.31858003374695,1858
uiug.30112001343612,1862
uiug.30112002458252,1850
uiug.30112004957939,1853
uiug.30112037312375,1856
uiug.30112037546121,1865
uiug.30112039813966,1851
uiug.30112039868952,1855
uiug.30112042517901,1848
uiug.30112045769616,1860
uiug.30112047070302,1854
uiug.30112051971973,1852
uiug.30112051971981,1852
uiug.30112051971999,1850
uiug.30112063017039,1860
uiug.30112075872793,1856
uiug.30112075872801,1855
uiug.30112075872819,1856
uiug.30112079429087,1863
uiug.30112086068993,1852
uiug.30112114876367,1850
uiug.30112114876375,1850
uiug.30112114876383,1850
uiug.30112114876391,1851
uiug.30112114876409,1851
uiug.30112114876417,1851
uiug.30112114876425,1851
uiug.30112114876433,1851
uiug.30112114876441,1852
uiug.30112114876458,1852
uiug.30112114876466,1852
uc1.31822025183567,1866
uc1.31822025183500,1866
uc1.31822025183443,1866
uc1.31822025183575,1866
uc1.31822025183526,1866
uc1.31822025183468,1866
uc1.31822025184078,1866
uc1.31822025184011,1866
uc1.31822025183955,1866
uc1.31822025183898,1866
uc1.31822025183831,1866
uc1.31822025183773,1866
uc1.31822025183906,1866
uc1.31822025183849,1866
uc1.31822025183781,1866
uc1.31822025188392,1866
uc1.31822025188335,1866
uc1.31822025188277,1866
uc1.31822025188210,1866
uc1.31822025188152,1866
uc1.31822025188095,1866
uiug.30112114876482,1858
uc1.31822025183559,1866
uc1.31822025183492,1866
uc1.31822025183435,1866
uc1.31822025183740,1866
uc1.31822025183682,1866
uc1.31822025183518,1866
uc1.31822025188244,1866
hvd.32044098454010,1861
hvd.32044014460679,1852
hvd.32044098454101,1864
hvd.32044098454051,1863
hvd.32044098454135,1866
hvd.32044098454069,1863
hvd.32044098453988,1860
hvd.32044098453947,1860
hvd.32044098453905,1859
hvd.32044098454044,1863
hvd.32044098454093,1864
hvd.32044098454119,1865
hvd.32044098454036,1863
hvd.32044098453939,1859
hvd.32044098453996,1861
hvd.32044098454077,1863
hvd.32044010473866,1857
hvd.32044098453962,1860
hvd.32044020171328,1865
hvd.32044098454002,1861
hvd.32044098454085,1863
hvd.32044098453913,1859
hvd.32044098443971,1858
hvd.32044098454127,1866
hvd.32044098453897,1859
hvd.32044098453954,1860
hvd.32044098454028,1861
hvd.32044098453921,1859
hvd.32044020171286,1865
hvd.32044098453889,1859
hvd.32044098453970,1860
ien.35556000932525,1866
ien.35556000932517,1866
ien.35556000932509,1866
ien.35556000932491,1866
ien.35556000932483,1866
ien.35556000932475,1866
ien.35556000932467,1866
ien.35556000932459,1866
ien.35556000932442,1866
ien.35556000932434,1866
ien.35556000932632,1866
ien.35556000932624,1866
ien.35556000932616,1866
ien.35556000932533,1866
ien.35556000932426,1866
ien.35556000932608,1866
ien.35556000932590,1866
ien.35556000932582,1866
ien.35556000932574,1866
ien.35556000932566,1866
ien.35556000932558,1866
ien.35556000932541,1866
ien.35556018182238,1836
ien.35556018182394,1836
ien.35556018182550,1836
ien.35556018182246,1836
uva.x030604705,1846
uva.x030604704,1845
uva.x030604703,1844
uva.x030604702,1843
uva.x030604701,1842
uva.x030604700,1841
uva.x030604699,1840
uva.x030604698,1839
uva.x030604696,1837
uva.x030604695,1836
uva.x030604694,1849
uva.x030604693,1849
uva.x030604691,1849
uva.x030604690,1849
uva.x030604688,1848
uva.x030604686,1848
uva.x030604681,1847
uva.x030604680,1847
uva.x030604679,1847
uva.x030597452,1847
uva.x001996720,1847
uva.x030604697,1838
uva.x030604692,1849
uva.x030604689,1849
uva.x030604687,1848
uva.x030604685,1848
uva.x030604684,1848
uva.x030604683,1848
uva.x030604682,1847
uva.x001166545,1894
hvd.32044050767532,1901
hvd.32044050767508,1901
hvd.32044050767516,1901
hvd.32044050767524,1901
hvd.32044099660987,1901
hvd.32044099660979,1901
hvd.32044099675548,1901
hvd.32044099660953,1901
hvd.32044099660961,1901
hvd.32044099661019,1901
hvd.32044099661001,1901
hvd.32044099660995,1901
uva.x001166047,1901
uva.x001166423,1877
coo.31924028520983,1866
uva.x001597955,1866
uva.x001100714,1866
mdp.39015026688971,1857
nyp.33433070188630,1857
uva.x030825811,1866
uva.x030825810,1866
uva.x001704156,1851
hvd.hnzud9,1851
uva.x030788049,1905
uva.x030788048,1905
uc1.aa0011221769,1914
uva.x000955861,1914
uva.x030797399,1897
uva.x030788793,1901
uva.x001941431,1908
uva.x030788794,1873
uva.x030788936,1905
uva.x030788883,1873
uc1.b3378736,1913
uc1.b3374808,1868
uc1.b5182916,1909
umn.31951d00001640e,1864
umn.31951d00001642a,1865
umn.31951d000016446,1866
umn.31951d00001656z,1872
umn.31951d00001659t,1874
umn.31951d00001668s,1879
umn.31951d000016721,1880
umn.31951d00001673z,1881
umn.31951d00001674x,1881
osu.32435065063976,1886
osu.32435024665879,1895
osu.32435065063489,1891
osu.32435065063539,1889
uc1.c093586828,1895
hvd.32044021942065,1872
hvd.32044021945043,1862
hvd.32044021945639,1890
hvd.32044021942073,1873
hvd.32044010303808,1882
hvd.32044021945225,1867
hvd.32044021941968,1871
hvd.32044021945019,1864
hvd.32044021944822,1881
hvd.32044021945472,1883
hvd.32044021945431,1881
hvd.32044021944889,1878
hvd.32044021945001,1865
hvd.32044021944921,1895
hvd.32044011754009,1868
hvd.32044021945027,1864
hvd.32044021945084,1894
hvd.32044021944913,1876
hvd.32044021945878,1888
hvd.32044021941844,1870
hvd.32044021941984,1872
hvd.32044021944954,1893
hvd.32044021942107,1875
hvd.32044021945555,1886
hvd.32044021944871,1879
hvd.32044021941836,1870
hvd.32044011754033,1868
hvd.32044021945399,1867
hvd.32044005029038,1877
hvd.32044011754017,1866
hvd.32044021945233,1866
hvd.32044021941976,1871
